invoice_date,invoice_reference,invoice_category,invoice_payment_method,invoice_amount,username
07/10/2025,INV/2025/04028,tecnologia,PT50987654321,4662.88,goncalo
07/10/2025,INV/2025/02567,saude,PT50987654321,1521.95,rita
07/10/2025,INV/2025/01857,casa,PT50123456789,9468.64,goncalo
07/10/2026,INV/2026/03878,alimentacao,PAYPAL,58.64,goncalo
07/10/2026,INV/2026/02132,alimentacao,PT50444555666,182.81,pedro
07/10/2026,INV/2026/00964,saude,PT50123456789,309.84,maria
07/10/2026,INV/2026/01199,lazer,MASTERCARD,886.5,goncalo
07/11/2023,INV/2023/01294,lazer,PT50987654321,116.74,goncalo
07/11/2023,INV/2023/03379,viagens,MASTERCARD,5573.12,maria
07/11/2023,INV/2023/04780,viagens,PT50123456789,2701.9,maria
07/11/2023,INV/2023/02661,viagens,4553363636,1139.37,ana
07/11/2023,INV/2023/01198,lazer,PT50987654321,872.83,rita
07/11/2024,INV/2024/02754,alimentacao,MASTERCARD,178.53,joao
07/11/2024,INV/2024/01818,casa,PT50444555666,448.97,pedro
07/11/2024,INV/2024/04829,lazer,PT50444555666,673.59,pedro
07/11/2024,INV/2024/01061,educacao,MASTERCARD,1181.91,pedro
07/11/2024,INV/2024/01065,lazer,PT50444555666,471.28,maria
07/11/2025,INV/2025/03555,educacao,VISA,439.54,pedro
07/11/2025,INV/2025/00478,tecnologia,MBWAY,111.6,ana
07/11/2025,INV/2025/03428,saude,PAYPAL,140.68,goncalo
07/11/2026,INV/2026/02017,tecnologia,PT50987654321,891.75,ana
07/11/2026,INV/2026/01429,viagens,4553363636,7930.09,joao
07/11/2026,INV/2026/02832,lazer,4553363636,623.58,sofia
07/12/2023,INV/2023/01696,cars,PAYPAL,409072.41,joao
07/12/2023,INV/2023/01049,viagens,MASTERCARD,792.9,pedro
07/12/2024,INV/2024/00909,lazer,VISA,285.09,miguel
07/12/2024,INV/2024/04953,cars,VISA,417979.86,rita
07/12/2024,INV/2024/00312,saude,PT50987654321,1395.43,maria
07/12/2024,INV/2024/00555,saude,4553363636,66.0,pedro
07/12/2024,INV/2024/01654,tecnologia,PAYPAL,3877.86,pedro
07/12/2025,INV/2025/01236,educacao,MBWAY,1589.41,rita
07/12/2025,INV/2025/01901,lazer,PT50123456789,822.2,goncalo
07/12/2025,INV/2025/02270,tecnologia,VISA,2968.42,maria
07/12/2025,INV/2025/02062,alimentacao,PT50987654321,284.95,goncalo
07/12/2026,INV/2026/01214,saude,MASTERCARD,1234.8,rita
07/12/2026,INV/2026/04396,cars,PAYPAL,166435.55,goncalo
08/01/2023,INV/2023/01115,cars,4553363636,273928.66,ana
08/01/2023,INV/2023/00670,tecnologia,PT50987654321,4529.63,miguel
08/01/2023,INV/2023/03043,alimentacao,4553363636,73.63,sofia
08/01/2023,INV/2023/03521,lazer,MASTERCARD,868.71,goncalo
08/01/2023,INV/2023/03877,lazer,4553363636,388.35,goncalo
08/01/2023,INV/2023/02391,lazer,VISA,69.28,goncalo
08/01/2023,INV/2023/01764,casa,MBWAY,4502.51,ana
08/01/2024,INV/2024/04343,viagens,4553363636,5326.32,maria
08/01/2024,INV/2024/01622,tecnologia,PT50123456789,2053.95,maria
08/01/2024,INV/2024/03884,viagens,PT50444555666,4455.52,goncalo
08/01/2024,INV/2024/00571,casa,MASTERCARD,3324.5,miguel
08/01/2024,INV/2024/03468,cars,MBWAY,281020.23,pedro
08/01/2025,INV/2025/03222,viagens,MASTERCARD,6863.14,maria
08/01/2025,INV/2025/01076,alimentacao,MBWAY,192.05,miguel
08/01/2025,INV/2025/03624,alimentacao,VISA,87.39,goncalo
08/01/2026,INV/2026/01571,lazer,PAYPAL,208.7,rita
08/01/2026,INV/2026/04142,viagens,VISA,56497.2,goncalo
08/01/2026,INV/2026/00790,alimentacao,PAYPAL,175.03,ana
08/01/2026,INV/2026/02676,viagens,PAYPAL,7425.48,maria
08/02/2023,INV/2023/01392,lazer,PT50987654321,751.95,pedro
08/02/2023,INV/2023/00997,viagens,PT50123456789,3174.51,joao
08/02/2024,INV/2024/03492,saude,VISA,997.71,ana
08/02/2024,INV/2024/00037,saude,PT50123456789,1630.65,ana
08/02/2025,INV/2025/00084,alimentacao,MBWAY,290.07,ana
08/02/2025,INV/2025/00287,tecnologia,PT50123456789,1762.17,rita
08/02/2025,INV/2025/00057,viagens,PT50987654321,289.4,maria
08/02/2025,INV/2025/03453,educacao,PAYPAL,824.23,miguel
08/02/2025,INV/2025/04896,saude,PT50987654321,204.42,pedro
08/02/2026,INV/2026/03588,educacao,PT50123456789,2279.74,joao
08/02/2026,INV/2026/00983,casa,PT50987654321,7492.16,miguel
08/02/2026,INV/2026/03427,educacao,PAYPAL,654.41,joao
08/02/2026,INV/2026/00283,alimentacao,PT50444555666,108.34,miguel
08/02/2026,INV/2026/01160,viagens,MBWAY,4551.83,rita
08/03/2023,INV/2023/03170,educacao,4553363636,75.94,joao
08/03/2023,INV/2023/01036,educacao,PT50987654321,582.59,rita
08/03/2023,INV/2023/02788,tecnologia,4553363636,5570.87,sofia
08/03/2024,INV/2024/03489,casa,PT50987654321,4070.33,ana
08/03/2025,INV/2025/00210,alimentacao,MASTERCARD,36.42,joao
08/03/2025,INV/2025/01682,viagens,PAYPAL,7702.96,ana
08/03/2025,INV/2025/01937,saude,4553363636,732.58,miguel
08/03/2026,INV/2026/03249,casa,PT50123456789,4264.93,sofia
08/03/2026,INV/2026/04407,tecnologia,PT50987654321,1356.81,rita
08/04/2023,INV/2023/02266,lazer,VISA,670.7,sofia
08/04/2023,INV/2023/04439,educacao,PT50444555666,2086.65,miguel
08/04/2023,INV/2023/02565,cars,MASTERCARD,108544.03,rita
08/04/2023,INV/2023/04837,alimentacao,MBWAY,221.87,miguel
08/04/2025,INV/2025/04216,tecnologia,MASTERCARD,1800.27,maria
08/04/2025,INV/2025/01697,casa,4553363636,884.26,miguel
08/04/2026,INV/2026/03083,tecnologia,PT50444555666,4286.85,ana
08/04/2026,INV/2026/00573,saude,PAYPAL,61.3,maria
08/04/2026,INV/2026/01949,cars,4553363636,70742.1,miguel
08/04/2026,INV/2026/03099,cars,PT50987654321,450779.41,sofia
08/05/2023,INV/2023/03383,tecnologia,MASTERCARD,5387.82,ana
08/05/2024,INV/2024/04984,viagens,VISA,6702.09,sofia
08/05/2024,INV/2024/01479,casa,PT50123456789,2474.02,joao
08/05/2024,INV/2024/03705,educacao,PT50123456789,1761.99,rita
08/05/2024,INV/2024/00096,lazer,PT50987654321,766.16,sofia
08/05/2025,INV/2025/01227,educacao,PAYPAL,941.61,goncalo
08/05/2025,INV/2025/00090,lazer,VISA,673.21,miguel
08/05/2025,INV/2025/00106,cars,MASTERCARD,144687.74,pedro
08/05/2026,INV/2026/04295,alimentacao,VISA,125.91,joao
08/05/2026,INV/2026/04832,alimentacao,PT50987654321,280.28,rita
08/05/2026,INV/2026/03620,saude,PAYPAL,611.41,miguel
08/05/2026,INV/2026/04787,saude,VISA,1603.41,rita
08/05/2026,INV/2026/00105,cars,PT50444555666,434587.48,goncalo
08/05/2026,INV/2026/01183,viagens,VISA,7382.28,pedro
08/06/2023,INV/2023/00123,viagens,MBWAY,1361.55,pedro
08/06/2023,INV/2023/04627,casa,MBWAY,2647.21,pedro
08/06/2023,INV/2023/01894,lazer,4553363636,169.07,rita
08/06/2024,INV/2024/04867,alimentacao,PAYPAL,98.36,miguel
08/06/2024,INV/2024/02915,cars,4553363636,263750.93,ana
08/06/2025,INV/2025/02359,viagens,VISA,7409.86,pedro
08/06/2025,INV/2025/03563,saude,VISA,171.89,pedro
08/06/2025,INV/2025/00413,saude,PT50987654321,1521.49,pedro
08/06/2025,INV/2025/03430,alimentacao,PT50444555666,296.5,pedro
08/06/2025,INV/2025/04023,saude,PT50444555666,1238.13,joao
08/06/2026,INV/2026/02281,tecnologia,MASTERCARD,124.36,sofia
08/06/2026,INV/2026/04532,tecnologia,PT50444555666,984.05,goncalo
08/06/2026,INV/2026/03996,alimentacao,PT50987654321,218.26,goncalo
08/07/2023,INV/2023/00419,casa,4553363636,1816.05,ana
08/07/2023,INV/2023/02806,alimentacao,PT50444555666,140.7,joao
08/07/2024,INV/2024/01804,alimentacao,PAYPAL,272.5,pedro
08/07/2024,INV/2024/02014,casa,VISA,8438.24,ana
08/07/2024,INV/2024/01015,tecnologia,MASTERCARD,998.68,rita
08/07/2025,INV/2025/03533,educacao,VISA,1823.04,rita
08/07/2025,INV/2025/03942,lazer,PT50987654321,46065.25,miguel
08/07/2026,INV/2026/04305,alimentacao,4553363636,27.11,miguel
08/07/2026,INV/2026/01988,tecnologia,PT50987654321,597.23,joao
08/07/2026,INV/2026/00575,casa,PAYPAL,7997.05,ana
08/07/2026,INV/2026/02793,saude,VISA,77.15,rita
08/07/2026,INV/2026/04956,saude,PT50123456789,597.61,ana
08/08/2023,INV/2023/04260,cars,PT50123456789,305501.1,rita
08/08/2023,INV/2023/02845,alimentacao,PT50444555666,198.44,ana
08/08/2023,INV/2023/02148,alimentacao,PT50123456789,178.47,goncalo
08/08/2023,INV/2023/02020,viagens,PT50987654321,1877.52,sofia
08/08/2024,INV/2024/04848,viagens,VISA,4675.68,miguel
08/08/2024,INV/2024/04072,viagens,VISA,443.5,miguel
08/08/2024,INV/2024/00009,casa,PT50444555666,2674.97,joao
08/08/2024,INV/2024/00759,casa,PAYPAL,8259.69,pedro
08/08/2024,INV/2024/04674,tecnologia,VISA,3609.5,sofia
08/08/2024,INV/2024/03635,casa,4553363636,8203.38,rita
08/08/2025,INV/2025/01658,educacao,PAYPAL,925.2,miguel
08/08/2025,INV/2025/00901,saude,PAYPAL,1929.95,goncalo
08/08/2026,INV/2026/00860,alimentacao,4553363636,134.51,sofia
08/08/2026,INV/2026/02848,tecnologia,PT50444555666,4784.73,joao
08/09/2023,INV/2023/01244,tecnologia,4553363636,2048.98,pedro
08/09/2023,INV/2023/00758,viagens,PT50444555666,2934.62,miguel
08/09/2024,INV/2024/02356,educacao,4553363636,1043.52,joao
08/09/2024,INV/2024/03186,lazer,PT50444555666,934.78,sofia
08/09/2024,INV/2024/04677,saude,4553363636,1136.26,ana
08/09/2025,INV/2025/01677,educacao,4553363636,2213.35,goncalo
08/09/2025,INV/2025/00894,cars,MBWAY,154175.81,miguel
08/09/2025,INV/2025/01948,educacao,PT50123456789,239.09,rita
08/09/2025,INV/2025/04098,educacao,MASTERCARD,1842.78,rita
08/09/2026,INV/2026/01649,lazer,VISA,339.4,sofia
08/09/2026,INV/2026/02141,saude,PT50987654321,984.84,ana
08/09/2026,INV/2026/04601,alimentacao,PT50987654321,53.21,ana
08/09/2026,INV/2026/01428,viagens,PAYPAL,1001.94,maria
08/09/2026,INV/2026/04635,lazer,PT50987654321,887.61,pedro
08/10/2023,INV/2023/02249,educacao,PAYPAL,986.29,sofia
08/10/2023,INV/2023/01686,educacao,PT50987654321,2465.12,ana
08/10/2023,INV/2023/04321,cars,4553363636,168821.8,sofia
08/10/2024,INV/2024/00899,educacao,PAYPAL,2160.72,miguel
08/10/2024,INV/2024/01711,cars,PAYPAL,407209.81,ana
08/10/2024,INV/2024/00185,cars,PT50444555666,496896.45,goncalo
08/10/2024,INV/2024/01097,viagens,PT50444555666,5140.95,maria
08/10/2025,INV/2025/04120,casa,PAYPAL,3863.13,joao
08/10/2025,INV/2025/01548,alimentacao,PAYPAL,205.51,goncalo
08/10/2025,INV/2025/00343,viagens,PT50123456789,5897.75,rita
08/10/2025,INV/2025/00270,alimentacao,PT50444555666,41.32,rita
08/10/2025,INV/2025/01994,tecnologia,4553363636,2527.94,goncalo
08/10/2025,INV/2025/01043,educacao,PAYPAL,1676.67,sofia
08/10/2026,INV/2026/02945,saude,PT50987654321,683.88,ana
08/10/2026,INV/2026/02333,cars,PAYPAL,431034.07,miguel
08/10/2026,INV/2026/03418,alimentacao,VISA,108.84,rita
08/10/2026,INV/2026/03681,lazer,VISA,441.92,sofia
08/10/2026,INV/2026/05000,educacao,PT50123456789,1269.27,miguel
08/11/2023,INV/2023/00491,lazer,VISA,908.51,ana
08/11/2023,INV/2023/00172,casa,MBWAY,1246.58,rita
08/11/2023,INV/2023/00794,viagens,PT50444555666,1488.38,maria
08/11/2024,INV/2024/03610,alimentacao,PT50444555666,21.25,ana
08/11/2024,INV/2024/04987,casa,PT50987654321,45420.23,goncalo
08/11/2025,INV/2025/03077,saude,MBWAY,104.82,ana
08/11/2025,INV/2025/02358,alimentacao,PT50987654321,266.18,sofia
08/11/2025,INV/2025/00432,lazer,4553363636,614.95,pedro
08/11/2026,INV/2026/01218,educacao,MASTERCARD,2414.76,ana
08/11/2026,INV/2026/01361,cars,MASTERCARD,348274.58,miguel
08/11/2026,INV/2026/02631,tecnologia,MASTERCARD,5078.05,pedro
08/12/2023,INV/2023/00810,lazer,MASTERCARD,915.1,ana
08/12/2023,INV/2023/00175,cars,MBWAY,377979.61,sofia
08/12/2023,INV/2023/02165,casa,4553363636,293.3,miguel
08/12/2023,INV/2023/03570,tecnologia,MBWAY,1647.04,maria
08/12/2023,INV/2023/00998,cars,PT50123456789,46377.21,pedro
08/12/2023,INV/2023/00602,educacao,4553363636,2476.46,joao
08/12/2024,INV/2024/02541,tecnologia,MBWAY,5708.48,ana
08/12/2024,INV/2024/02936,alimentacao,VISA,230.06,maria
08/12/2024,INV/2024/00425,alimentacao,PT50444555666,233.65,miguel
08/12/2025,INV/2025/03627,saude,MASTERCARD,1662.03,maria
08/12/2025,INV/2025/02618,cars,PT50444555666,123595.79,goncalo
08/12/2025,INV/2025/02523,viagens,PT50444555666,6325.72,ana
08/12/2025,INV/2025/04183,saude,PAYPAL,1214.64,ana
08/12/2025,INV/2025/03097,alimentacao,VISA,110.98,goncalo
09/01/2023,INV/2023/00323,cars,PAYPAL,108296.85,pedro
09/01/2023,INV/2023/03758,cars,VISA,458857.07,maria
09/01/2023,INV/2023/03221,alimentacao,VISA,105.12,miguel
09/01/2023,INV/2023/02285,alimentacao,PT50987654321,194.92,rita
09/01/2024,INV/2024/04453,tecnologia,PT50987654321,5335.3,pedro
09/01/2024,INV/2024/01159,cars,PT50123456789,265363.55,joao
09/01/2024,INV/2024/01744,educacao,MBWAY,2060.98,goncalo
09/01/2024,INV/2024/01355,cars,PAYPAL,482751.0,maria
09/01/2024,INV/2024/04502,saude,PAYPAL,1267.45,goncalo
09/01/2025,INV/2025/03187,casa,MASTERCARD,5443.52,maria
09/01/2025,INV/2025/02316,tecnologia,VISA,3107.28,joao
09/02/2023,INV/2023/02614,alimentacao,PT50123456789,179.19,miguel
09/02/2023,INV/2023/00143,tecnologia,PT50987654321,5972.79,joao
09/02/2023,INV/2023/01842,casa,PAYPAL,5595.15,sofia
09/02/2024,INV/2024/04125,viagens,MASTERCARD,830.79,sofia
09/02/2024,INV/2024/04219,cars,PAYPAL,258367.19,joao
09/02/2024,INV/2024/00128,cars,PT50444555666,16790487.86,goncalo
09/02/2025,INV/2025/04273,viagens,4553363636,4839.91,sofia
09/02/2025,INV/2025/01092,tecnologia,MASTERCARD,1487.05,maria
09/02/2025,INV/2025/04196,alimentacao,PAYPAL,76.47,sofia
09/02/2025,INV/2025/04348,saude,PT50987654321,1004.73,rita
09/02/2026,INV/2026/04228,educacao,PAYPAL,2345.31,rita
09/02/2026,INV/2026/04725,cars,PT50123456789,416236.24,pedro
09/02/2026,INV/2026/01920,alimentacao,PT50987654321,63.91,joao
09/02/2026,INV/2026/02532,alimentacao,MASTERCARD,152.05,sofia
09/02/2026,INV/2026/03037,saude,PT50123456789,918.43,joao
09/02/2026,INV/2026/04933,educacao,PT50987654321,1284.58,maria
09/02/2026,INV/2026/02002,educacao,PT50123456789,2061.28,sofia
09/02/2026,INV/2026/00133,cars,4553363636,204493.19,miguel
09/03/2023,INV/2023/04817,alimentacao,4553363636,202.78,rita
09/03/2023,INV/2023/04280,saude,PT50987654321,241.54,goncalo
09/03/2024,INV/2024/02428,casa,MBWAY,3257.95,joao
09/03/2025,INV/2025/03389,cars,MASTERCARD,460804.63,ana
09/03/2025,INV/2025/03646,alimentacao,PT50123456789,238.76,miguel
09/03/2025,INV/2025/03965,viagens,MASTERCARD,2533.92,joao
09/03/2025,INV/2025/02386,educacao,4553363636,383.59,miguel
09/03/2025,INV/2025/04607,educacao,MASTERCARD,2127.58,pedro
09/03/2025,INV/2025/04515,viagens,MBWAY,5121.46,ana
09/03/2026,INV/2026/04718,lazer,PT50123456789,203.06,joao
09/03/2026,INV/2026/00399,tecnologia,PT50444555666,1929.56,maria
09/03/2026,INV/2026/02347,educacao,PT50123456789,1956.83,joao
09/03/2026,INV/2026/00741,saude,MASTERCARD,770.38,maria
09/03/2026,INV/2026/02127,cars,MBWAY,348283.33,sofia
09/04/2023,INV/2023/01982,cars,PT50123456789,428812.26,rita
09/04/2023,INV/2023/00130,alimentacao,MBWAY,42.0,sofia
09/04/2023,INV/2023/01847,tecnologia,PT50987654321,5130.26,pedro
09/04/2023,INV/2023/02220,tecnologia,MBWAY,2414.27,rita
09/04/2023,INV/2023/00855,alimentacao,PT50444555666,241.61,joao
09/04/2025,INV/2025/00346,lazer,VISA,523.17,rita
09/04/2025,INV/2025/02813,cars,PT50123456789,45651.6,rita
09/04/2026,INV/2026/01520,educacao,PT50987654321,1413.47,miguel
09/04/2026,INV/2026/03209,tecnologia,PT50123456789,4847.74,miguel
09/05/2023,INV/2023/03316,viagens,PAYPAL,1040.16,pedro
09/05/2023,INV/2023/00071,saude,MASTERCARD,1990.71,sofia
09/05/2023,INV/2023/03584,casa,MBWAY,7728.5,maria
09/05/2023,INV/2023/03713,cars,MASTERCARD,425076.37,ana
09/05/2023,INV/2023/00063,alimentacao,PAYPAL,270.04,joao
09/05/2023,INV/2023/00781,saude,PAYPAL,701.2,ana
09/05/2023,INV/2023/00237,educacao,4553363636,2155.3,ana
09/05/2024,INV/2024/02430,cars,PAYPAL,145666.94,ana
09/05/2024,INV/2024/01732,saude,4553363636,1028.07,pedro
09/05/2025,INV/2025/02785,viagens,PAYPAL,5227.55,ana
09/05/2025,INV/2025/01716,casa,PAYPAL,2470.73,goncalo
09/05/2025,INV/2025/02664,educacao,PT50444555666,61.41,joao
09/05/2026,INV/2026/03011,casa,VISA,1385.98,miguel
09/05/2026,INV/2026/00007,lazer,MBWAY,954.8,pedro
09/05/2026,INV/2026/03292,alimentacao,4553363636,200.8,sofia
09/05/2026,INV/2026/00310,cars,4553363636,413897.75,goncalo
09/06/2023,INV/2023/02747,viagens,PAYPAL,5165.4,ana
09/06/2023,INV/2023/01162,casa,PT50444555666,7819.82,maria
09/06/2024,INV/2024/02505,alimentacao,PT50123456789,49.3,goncalo
09/06/2024,INV/2024/03177,educacao,PT50123456789,2313.33,sofia
09/06/2024,INV/2024/03214,tecnologia,VISA,3347.82,miguel
09/06/2024,INV/2024/00039,viagens,PT50123456789,2557.05,sofia
09/06/2024,INV/2024/02366,alimentacao,MBWAY,133.26,ana
09/06/2025,INV/2025/02448,tecnologia,PAYPAL,1504.67,goncalo
09/06/2025,INV/2025/00137,viagens,PT50987654321,7092.93,rita
09/06/2026,INV/2026/02682,saude,PAYPAL,349.92,miguel
09/06/2026,INV/2026/04944,tecnologia,VISA,5221.77,ana
09/07/2023,INV/2023/04505,lazer,PAYPAL,20.99,joao
09/07/2023,INV/2023/04681,saude,4553363636,1513.28,maria
09/07/2024,INV/2024/02151,lazer,PT50444555666,332.6,pedro
09/07/2024,INV/2024/03205,alimentacao,PT50444555666,281.09,miguel
09/07/2024,INV/2024/00248,cars,PT50444555666,375470.8,rita
09/07/2025,INV/2025/01792,educacao,VISA,1573.63,maria
09/07/2025,INV/2025/00981,casa,PT50987654321,6829.46,miguel
09/07/2025,INV/2025/01170,viagens,VISA,1128.97,maria
09/07/2026,INV/2026/01976,casa,PT50987654321,1340.3,ana
09/07/2026,INV/2026/02155,alimentacao,MBWAY,269.52,goncalo
09/08/2023,INV/2023/01609,lazer,PAYPAL,604.43,maria
09/08/2023,INV/2023/03892,viagens,4553363636,7015.71,joao
09/08/2024,INV/2024/01364,tecnologia,PT50123456789,207.58,sofia
09/08/2024,INV/2024/02456,alimentacao,PAYPAL,88.97,miguel
09/08/2024,INV/2024/00721,lazer,PT50987654321,276.88,rita
09/08/2024,INV/2024/00485,viagens,MBWAY,3203.42,rita
09/08/2025,INV/2025/04426,viagens,PT50987654321,2883.53,ana
09/08/2025,INV/2025/02028,cars,PAYPAL,446295.22,goncalo
09/08/2025,INV/2025/02075,alimentacao,MBWAY,114.15,joao
09/08/2025,INV/2025/01225,cars,4553363636,420192.4,pedro
09/08/2025,INV/2025/00256,cars,PT50444555666,377159.85,sofia
09/08/2025,INV/2025/01838,tecnologia,PT50123456789,1435.94,maria
09/08/2025,INV/2025/00923,tecnologia,PT50987654321,2214.7,goncalo
09/08/2026,INV/2026/03781,cars,MASTERCARD,30928.64,rita
09/08/2026,INV/2026/04088,alimentacao,PT50987654321,120.92,joao
09/08/2026,INV/2026/04852,casa,MBWAY,1217.33,pedro
09/09/2023,INV/2023/01910,casa,PAYPAL,4624.69,joao
09/09/2023,INV/2023/01675,cars,4553363636,154446.42,joao
09/09/2024,INV/2024/00230,viagens,PT50444555666,907.32,maria
09/09/2024,INV/2024/02518,saude,PT50987654321,1538.72,ana
09/09/2024,INV/2024/03078,cars,MBWAY,291297.76,miguel
09/09/2025,INV/2025/03165,lazer,PT50444555666,910.08,joao
09/09/2025,INV/2025/03280,lazer,PT50123456789,548.85,goncalo
09/09/2025,INV/2025/03023,cars,PAYPAL,352474.54,maria
09/09/2026,INV/2026/04323,educacao,PT50444555666,2374.14,miguel
09/09/2026,INV/2026/03554,tecnologia,PAYPAL,3705.83,joao
09/09/2026,INV/2026/03596,cars,MASTERCARD,210516.62,maria
09/10/2023,INV/2023/01406,saude,PT50123456789,1291.46,ana
09/10/2024,INV/2024/02376,lazer,PAYPAL,727.05,rita
09/10/2024,INV/2024/04554,viagens,PAYPAL,336113.24,rita
09/10/2025,INV/2025/01911,casa,PT50123456789,2613.12,ana
09/10/2025,INV/2025/00330,alimentacao,PT50987654321,162.03,rita
09/10/2025,INV/2025/01412,cars,VISA,144833.43,ana
09/10/2025,INV/2025/02542,viagens,MBWAY,4395.54,goncalo
09/11/2023,INV/2023/04161,educacao,MBWAY,1375.96,maria
09/11/2023,INV/2023/00398,alimentacao,PAYPAL,76.22,sofia
09/11/2023,INV/2023/00101,viagens,PAYPAL,1609.16,miguel
09/11/2023,INV/2023/03969,saude,PT50444555666,1477.54,ana
09/11/2024,INV/2024/03847,lazer,PT50444555666,960.98,joao
09/11/2024,INV/2024/04008,lazer,PT50987654321,215.97,rita
09/11/2024,INV/2024/00999,cars,PT50444555666,480127.78,miguel
09/11/2024,INV/2024/01182,cars,MASTERCARD,262759.48,pedro
09/11/2024,INV/2024/04696,viagens,MASTERCARD,4638.94,ana
09/11/2026,INV/2026/02395,tecnologia,MBWAY,4998.06,ana
09/12/2023,INV/2023/00232,tecnologia,4553363636,703.9,pedro
09/12/2023,INV/2023/01730,viagens,VISA,1320.26,maria
09/12/2023,INV/2023/02291,cars,PT50444555666,243833.23,maria
09/12/2023,INV/2023/03217,educacao,PAYPAL,1001.84,maria
09/12/2024,INV/2024/00773,lazer,PAYPAL,348.47,maria
09/12/2024,INV/2024/00915,educacao,PT50987654321,1519.68,goncalo
09/12/2024,INV/2024/01642,educacao,MBWAY,1469.65,sofia
09/12/2024,INV/2024/04130,tecnologia,PT50123456789,1742.07,sofia
09/12/2025,INV/2025/04854,alimentacao,PT50444555666,28.95,maria
09/12/2025,INV/2025/00339,cars,MBWAY,120899.23,rita
09/12/2025,INV/2025/03977,educacao,PT50123456789,437.35,miguel
09/12/2026,INV/2026/02671,educacao,PAYPAL,199.19,miguel
09/12/2026,INV/2026/03958,viagens,PT50987654321,5011.27,maria
09/12/2026,INV/2026/02524,cars,4553363636,427583.06,sofia
09/12/2026,INV/2026/02153,lazer,VISA,717.45,maria
10/01/2023,INV/2023/02321,cars,VISA,130076.88,sofia
10/01/2024,INV/2024/02881,saude,MASTERCARD,1360.13,pedro
10/01/2024,INV/2024/01934,cars,PT50123456789,246886.93,maria
10/01/2024,INV/2024/02440,viagens,PT50123456789,3443.75,sofia
10/01/2024,INV/2024/01556,saude,PT50123456789,816.29,ana
10/01/2024,INV/2024/02121,tecnologia,PT50987654321,3680.32,joao
10/01/2024,INV/2024/00087,tecnologia,PT50987654321,1121.44,joao
10/01/2025,INV/2025/01797,saude,PT50987654321,1085.49,miguel
10/01/2025,INV/2025/00526,saude,PT50444555666,1572.94,ana
10/01/2025,INV/2025/01784,saude,PT50123456789,282.3,miguel
10/01/2025,INV/2025/03293,casa,VISA,5257.25,rita
10/01/2025,INV/2025/00233,tecnologia,PT50987654321,5651.0,miguel
10/01/2025,INV/2025/02055,cars,VISA,333305.89,miguel
10/01/2025,INV/2025/00804,cars,PT50987654321,278434.63,ana
10/01/2026,INV/2026/03854,tecnologia,PT50987654321,245.23,ana
10/01/2026,INV/2026/04322,educacao,PAYPAL,988.98,goncalo
10/01/2026,INV/2026/04590,cars,PT50444555666,344938.71,maria
10/02/2023,INV/2023/03264,lazer,MASTERCARD,217.3,goncalo
10/02/2023,INV/2023/02995,tecnologia,PAYPAL,5693.62,sofia
10/02/2024,INV/2024/01363,viagens,PAYPAL,6282.8,maria
10/02/2024,INV/2024/02046,cars,PAYPAL,177853.99,joao
10/02/2024,INV/2024/02633,saude,PAYPAL,870.19,joao
10/02/2024,INV/2024/03525,viagens,4553363636,4829.12,miguel
10/02/2025,INV/2025/04164,alimentacao,VISA,238.94,joao
10/02/2025,INV/2025/00510,educacao,PT50444555666,2191.72,sofia
10/02/2025,INV/2025/00347,alimentacao,MASTERCARD,28.92,ana
10/02/2026,INV/2026/02403,tecnologia,PT50123456789,3309.5,miguel
10/02/2026,INV/2026/04947,alimentacao,VISA,193.34,goncalo
10/02/2026,INV/2026/02725,cars,PT50987654321,459717.04,sofia
10/02/2026,INV/2026/04616,cars,PT50444555666,213129.84,maria
10/02/2026,INV/2026/03692,alimentacao,MASTERCARD,127.16,joao
10/02/2026,INV/2026/03693,tecnologia,VISA,2508.82,goncalo
10/03/2023,INV/2023/01802,educacao,MASTERCARD,147.35,joao
10/03/2023,INV/2023/03503,cars,VISA,490462.27,goncalo
10/03/2023,INV/2023/03069,tecnologia,MASTERCARD,2329.34,goncalo
10/03/2024,INV/2024/03460,saude,MASTERCARD,349.35,ana
10/03/2024,INV/2024/04155,cars,PAYPAL,106104.31,ana
10/03/2024,INV/2024/04889,tecnologia,PT50444555666,4748.9,joao
10/03/2024,INV/2024/02241,alimentacao,MBWAY,284.57,ana
10/03/2024,INV/2024/00067,viagens,PAYPAL,2834.72,pedro
10/03/2024,INV/2024/02735,alimentacao,VISA,196.71,pedro
10/03/2024,INV/2024/00502,casa,4553363636,5120.43,pedro
10/03/2025,INV/2025/03074,educacao,PT50123456789,1563.72,maria
10/03/2025,INV/2025/01450,alimentacao,PT50444555666,97.33,pedro
10/03/2025,INV/2025/03308,viagens,PT50444555666,728.22,rita
10/03/2025,INV/2025/03015,lazer,VISA,114.56,miguel
10/03/2026,INV/2026/03960,tecnologia,VISA,3064.27,rita
10/03/2026,INV/2026/00109,viagens,PAYPAL,730.16,ana
10/03/2026,INV/2026/00542,casa,VISA,7816.79,pedro
10/04/2023,INV/2023/01149,tecnologia,MBWAY,4404.9,joao
10/04/2023,INV/2023/02974,viagens,PT50444555666,2013.69,pedro
10/04/2023,INV/2023/03310,tecnologia,MBWAY,1216.78,ana
10/04/2023,INV/2023/03813,tecnologia,PAYPAL,849.62,rita
10/04/2023,INV/2023/01259,viagens,MASTERCARD,3415.38,pedro
